NCBI_virus_name|Virus.GENBANK.accession|NCBI_host
CrAssphage_cr116_1,_complete_genome_|NC_055882.1|
CrAssphage_cr85_1,_complete_genome_|NC_055883.1|
CrAssphage_cr126_1,_complete_genome_|NC_055884.1|
CrAssphage_cr128_1,_complete_genome_|NC_055885.1|
CrAssphage_cr127_1,_complete_genome_|NC_055886.1|
CrAssphage_cr271_1,_complete_genome_|NC_055887.1|
CrAssphage_cr52_1,_complete_genome_|NC_055888.1|
CrAssphage_cr53_1,_complete_genome_|NC_055889.1|
CrAssphage_cr56_1,_complete_genome_|NC_055890.1|
CrAssphage_cr60_1,_complete_genome_|NC_055891.1|
CrAssphage_cr109_1,_complete_genome_|NC_055892.1|
CrAssphage_cr4_1,_complete_genome_|NC_055893.1|
CrAssphage_cr6_1,_complete_genome_|NC_055894.1|
CrAssphage_cr7_1,_complete_genome_|NC_055895.1|
CrAssphage_cr113_1,_complete_genome_|NC_055896.1|
CrAssphage_cr114_1,_complete_genome_|NC_055897.1|
CrAssphage_cr115_1,_complete_genome_|NC_055898.1|
CrAssphage_cr124_1,_complete_genome_|NC_055899.1|
CrAssphage_cr125_1,_complete_genome_|NC_055900.1|
CrAssphage_cr130_1,_complete_genome_|NC_055901.1|Macaca_mulatta
CrAssphage_cr131_1,_complete_genome_|NC_055902.1|Macaca_mulatta
CrAssphage_cr272_1,_complete_genome_|NC_055903.1|
CrAssphage_cr273_1,_complete_genome_|NC_055904.1|
Bacillus_phage_Baseball_field,_complete_genome_|NC_055905.1|Bacillus_thuringiensis_serovar_kurstaki
Staphylococcus_phage_vB_SauP_EBHT,_complete_genome_|NC_055906.1|Staphylococcus_aureus
Enterococcus_phage_9183,_complete_genome_|NC_055907.1|Enterococcus
Bacillus_phage_DLc1,_complete_genome_|NC_055908.1|Bacillus_cereus
Mycobacterium_phage_Plumbus,_complete_genome_|NC_055909.1|Mycolicibacterium_smegmatis
Providencia_phage_PSTCR5,_complete_genome_|NC_055910.1|Providencia_stuartii
Burkholderia_phage_phiE094,_complete_genome_|NC_055911.1|Burkholderia_thailandensis
Gordonia_phage_Blino,_complete_genome_|NC_055912.1|Gordonia_terrae
Vibrio_phage_Gary,_complete_genome_|NC_055913.1|Vibrio_harveyi
Bacillus_phage_Thornton,_complete_genome_|NC_055914.1|Bacillus_thuringiensis_serovar_kurstaki
Flavobacterium_phage_vB_FspM_immuto_2-6A,_complete_genome_|NC_055915.1|Flavobacterium_sp._LMO8
Staphylococcus_phage_LSA2366,_complete_genome_|NC_055916.1|Staphylococcus_aureus
Bacillus_phage_WhyPhy,_complete_genome_|NC_055917.2|Bacillus_pumilus_SAFR-032
Mycobacterium_phage_OhShagHennessy,_complete_genome_|NC_055918.1|Mycolicibacterium_smegmatis_MC2_155
Klebsiella_phage_vB_KpnP_P184,_complete_genome_|NC_055919.1|Klebsiella_pneumoniae
Gordonia_phage_Phlop,_complete_genome_|NC_055920.1|Gordonia_terrae
Salmonella_phage_vB_SalP_TR2,_complete_genome_|NC_055921.1|Salmonella_enterica_subsp._enterica_serovar_Albany
Adonis_mosaic_virus_DNA,_complete_genome,_isolate:_HSP-2_|NC_040794.1|Adonis_ramosa
Freesia_sneak_virus_segment_RNA3_coat_protein_gene,_complete_cds_|NC_055107.1|Freesia
Poecivirus_BCCH-449_polyprotein_gene,_complete_cds_|NC_055108.1|Poecile_atricapillus
Toxoneuron_nigriceps_bracovirus_mRNA_for_putative_aspartyl_protease_(TnBV2_gene)_|NC_055109.1|Toxoneuron_nigriceps
Toxoneuron_nigriceps_bracovirus_mRNA_for_hypothetical_protein_(TnBV1_gene)_|NC_055110.1|Toxoneuron_nigriceps
Shuangao_Fly_Virus_2_strain_QSA05_RNA-dependent_RNA_polymerase_(L)_gene,_partial_cds_|NC_055111.1|Psychoda_alternata
Bolahun_virus_variant_2_putative_nucleoprotein,_putative_small_transmembrane_protein,_putative_glycoprotein,_putative_small_ZnF_protein,_and_RdRp_genes,_complete_cds_|NC_055112.1|Anopheles_gambiae
Hubei_rhabdo-like_virus_8_strain_QTM19395_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_055113.1|Odonata
Hubei_rhabdo-like_virus_6_strain_QTM24798_hypothetical_protein_and_RNA-dependent_RNA_polymerase_genes,_complete_cds_|NC_055114.1|Odonata
Hubei_rhabdo-like_virus_5_strain_WHSFII19440_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_055115.1|Myriapoda
Sulfolobus_polyhedral_virus_2_clone_F,_complete_genome_|NC_055116.1|Sulfolobus
California_encephalitis_virus_strain_BFS_283_segment_S,_complete_sequence_|NC_055117.1|Ochlerotatus_dorsalis
California_encephalitis_virus_strain_BFS_283_segment_M,_complete_sequence_|NC_055118.1|Ochlerotatus_dorsalis
California_encephalitis_virus_strain_BFS_283_segment_L,_complete_sequence_|NC_055119.1|Ochlerotatus_dorsalis
Tellina_virus_2_polyprotein_mRNA,_partial_cds_|NC_055120.1|
Bamboo_rat_circovirus_isolate_FJ01,_complete_genome_|NC_055121.1|Rhizomys_pruinosus
Bat_associated_circovirus_11_isolate_Mengyuan2,_complete_sequence_|NC_055122.1|Hipposideros_armiger
Tick_associated_circovirus_2_isolate_hlj-Ic.518,_complete_genome_|NC_055123.1|
Honeysuckle_yellow_vein_mosaic_virus-[Japan:Miyazaki:2001]_DNA,_complete_genome_|NC_055124.1|Solanum_lycopersicum
Chaetoceros_sp._RNA_virus_2_genes_for_putative_replication_related_protein,_putative_structural_protein,_complete_cds,_isolate:_Csp02RNAV01_|NC_055125.1|Chaetoceros_sp.
Tomato_leaf_curl_New_Delhi_virus_5_segment_DNA-A,_complete_sequence_|NC_055126.1|Cucumis_sativus
African_cassava_mosaic_Burkina_Faso_virus_DNA-B_complete_genome,_isolate_BF:Oua:BF127:08_|NC_055127.1|Manihot_esculenta
African_cassava_mosaic_Burkina_Faso_virus_DNA-A_complete_genome,_isolate_BF:Oua:BF127:08_|NC_055128.1|Manihot_esculenta
Pepper_vein_yellows_virus_2_isolate_Is,_complete_genome_|NC_055129.1|Capsicum_annuum
Chilli_leaf_curl_virus-[Bhavanisagar:India:2010]_segment_DNA_A,_complete_sequence_|NC_055130.1|Capsicum
Chilli_leaf_curl_Sri_Lanka_virus_isolate_CL-14,_complete_genome_|NC_055131.1|Capsicum
Blechum_yellow_vein_virus_isolate_W1,_complete_genome_|NC_055132.1|Ruellia_blechum
Tomato_leaf_curl_Karnataka_virus_2_isolate_TC289_segment_DNA-A,_complete_sequence_|NC_055133.1|Solanum_lycopersicum
Tomato_leaf_curl_Karnataka_virus_3_isolate_TC235_segment_DNA-A,_complete_sequence_|NC_055134.1|Solanum_lycopersicum
Retroperitoneal_fibromatosis-associated_herpesvirus_isolate_RFHVMnM78114,_complete_genome_|NC_055135.1|Macaca_nemestrina
Chilli_leaf_curl_Gonda_virus_isolate_India/Gonda/chilli/2013,_complete_genome_|NC_055136.1|Capsicum
Lepeophtheirus_salmonis_rhabdovirus_No9,_partial_genome_|NC_055137.1|Lepeophtheirus_salmonis
Lepeophtheirus_salmonis_rhabdovirus_No127,_partial_genome_|NC_055138.1|Lepeophtheirus_salmonis
Harp_seal_herpesvirus_isolate_FMV04-1493874,_partial_genome_|NC_055139.1|Phoca_groenlandica
Tomato_severe_leaf_curl_Kalakada_virus_isolate_TC101_segment_DNA-A,_complete_sequence_|NC_055140.1|Solanum_lycopersicum
Macaca_nemestrina_rhadinovirus_2_strain_J97167,_complete_genome_|NC_055141.1|Macaca_nemestrina
Lymphocryptovirus_Macaca/pfe-lcl-E3,_complete_genome_|NC_055142.1|Macaca_fascicularis
Rhizoctonia_solani_ourmia-like_virus_1_RNA_1_isolate_RsAG2_RNA-dependent_RNA_polymerase_gene,_partial_cds_|NC_055143.1|Rhizoctonia_solani
Sclerotinia_sclerotiorum_ourmia-like_virus_1_RNA_1_isolate_334_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_055144.1|Sclerotinia_sclerotiorum
Sclerotinia_sclerotiorum_ourmia-like_virus_2_RNA_1_isolate_291_RNA-dependent_RNA_polymerase_gene,_partial_cds_|NC_055145.1|Sclerotinia_sclerotiorum
Pepper_yellow_leaf_curl_virus_PSSWS-14_segment_DNA-A,_complete_sequence_|NC_055146.1|Capsicum_annuum
Tigray_hantavirus_isolate_ET2121_segment_L,_complete_sequence_|NC_055147.1|Stenocephalemys_albipes
Rodent_associated_cyclovirus_2_isolate_RtRs-CV/YN2013,_partial_genome_|NC_055148.1|Rattus_tanezumi_sladeni
Rodent_associated_circovirus_5_isolate_RtNe-CV/YN2013,_partial_genome_|NC_055149.1|Niviventer_eha
Rodent_associated_cyclovirus_1_isolate_RtRf-CV-2/YN2013,_partial_genome_|NC_055150.1|Rattus_flavipectus
Rodent_associated_circovirus_4_isolate_RtAs-CV/IM2014_Rep_gene,_complete_cds_|NC_055151.1|Orientallactaga_sibirica
Rodent_associated_circovirus_1_isolate_RtMc-CV-1/Tibet2014_Rep_gene,_complete_cds_|NC_055152.1|Neodon_clarkei
Rodent_associated_circovirus_6_isolate_RtAd-CV/SAX2015,_partial_genome_|NC_055153.1|Apodemus_draco
Rodent_associated_circovirus_3_isolate_RtMc-CV-2/Tibet2014_Rep_gene,_complete_cds_|NC_055154.1|Neodon_clarkei
Rodent_associated_circovirus_2_isolate_RtAc-CV-2/GZ2015_Rep_gene,_complete_cds_|NC_055155.1|Apodemus_chevrieri
Rabovirus_B1_isolate_RtMp-PicoV/YN2014,_partial_genome_|NC_055156.1|Rodentia
Tomato_mosaic_Trujillo_virus_isolate_Trujillo-427a_segment_DNA-A,_complete_sequence_|NC_055157.1|Solanum_lycopersicum
Tomato_mosaic_Trujillo_virus_isolate_Trujillo-427b_segment_DNA-B,_complete_sequence_|NC_055158.1|Solanum_lycopersicum
Swine_picornavirus_Tottori-WOL_gene_for_polyprotein,_complete_cds_|NC_055159.1|Sus_scrofa_domesticus
Rabovirus_D1_isolate_MPV/NYC/2014/M005/0074,_partial_genome_|NC_055160.1|Mus_musculus
Aimelvirus_1_strain_gpai001,_complete_genome_|NC_055161.1|
Sorex_araneus_polyomavirus_1_isolate_GER_#4608_MU/06/0215/MV,_complete_genome_|NC_055162.1|Sorex_araneus
Sorex_coronatus_polyomavirus_1_isolate_#7586_MU08/1013,_complete_genome_|NC_055163.1|Sorex_coronatus
Sorex_minutus_polyomavirus_1_isolate_GER_#7607_MU10/2265,_complete_genome_|NC_055164.1|Sorex_minutus
Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome_|NC_055165.1|Penaeus
Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome_|NC_055166.1|Delphinapterus_leucas
Bank_vole_virus_strain_RP-12,_complete_genome_|NC_055167.1|Myodes_glareolus
Pohorje_myodes_paramyxovirus_1_isolate_TT02/05,_complete_genome_|NC_055168.1|Myodes_glareolus
Wuhan_sharpbelly_bornavirus_strain_DSYS4497_nucleoprotein_gene,_partial_cds;_and_hypothetical_protein,_glycoprotein,_hypothetical_protein,_and_L_protein_genes,_complete_cds_|NC_055169.1|Hemiculter_leucisculus
Hainan_oriental_leaf-toed_gecko_hantavirus_strain_LPXYF84819_L_protein_gene,_complete_cds_|NC_055170.1|Hemidactylus_bowringii
Wenling_minipizza_batfish_hantavirus_strain_XQTMS16810_L_protein_gene,_partial_cds_|NC_055171.1|Halieutaea_stellata
Wenling_yellow_goosefish_hantavirus_strain_XQTMS34106_segment_L,_complete_sequence_|NC_055172.1|Lophius_litulon
Wenling_red_spikefish_hantavirus_strain_XTXMS70955_segment_L,_complete_sequence_|NC_055173.1|Triacanthodes_anomalus
Wenling_hagfish_hantavirus_strain_DHMMS25300_segment_L,_complete_sequence_|NC_055174.1|Eptatretus_burgeri
Wenling_frogfish_filovirus_strain_XYHYS28627_nucleoprotein,_hypothetical_protein,_matrix_protein,_hypothetical_protein,_putative_glycoprotein_1,_putative_glycoprotein_2,_VP30,_hypothetical_protein,_and_L_protein_genes,_complete_cds_|NC_055175.1|Antennarius_striatus
Wenling_thamnaconus_septentrionalis_filovirus_strain_LQMMTII17328_hypothetical_protein,_nucleoprotein,_hypothetical_protein,_putative_glycoprotein,_hypothetical_protein,_and_L_protein_genes,_complete_cds_|NC_055176.1|Thamnaconus_septentrionalis
Air_potato_virus_1_isolate_APV1-FL,_complete_genome_|NC_055177.1|Dioscorea_bulbifera
Soybean_vein_necrosis_virus_isolate_TN_segment_S,_complete_sequence_|NC_055178.1|Glycine_max
Soybean_vein_necrosis_virus_isolate_TN_segment_L,_complete_sequence_|NC_055179.1|Glycine_max
Soybean_vein_necrosis_virus_isolate_TN_segment_M,_complete_sequence_|NC_055180.1|Glycine_max
Macaua_virus_strain_BeAr306329_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_055181.1|
Macaua_virus_strain_BeAr306329_nucleocapsid_protein_gene,_complete_cds_|NC_055182.1|
Macaua_virus_strain_BeAr306329_polyprotein_gene,_complete_cds_|NC_055183.1|
Facey's_Paddock_virus_isolate_Aus_Ch_16129_membrane_glycoprotein_polyprotein_gene,_complete_cds_|NC_055184.1|Culicidae
Facey's_Paddock_virus_isolate_Aus_Ch_16129_RNA_polymerase_gene,_complete_cds_|NC_055185.1|Culicidae
Facey's_Paddock_virus_isolate_Aus_Ch_16129_nucleocapsid_protein_gene,_complete_cds_|NC_055186.1|Culicidae
Tapirape_virus_strain_BEAN767592_segment_M_glycoprotein_precursor,_gene,_complete_cds_|NC_055187.1|Oxymycterus
Tapirape_virus_strain_BEAN767592_segment_L_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_055188.1|Oxymycterus
Tapirape_virus_strain_BEAN767592_segment_S_nucleocapsid_protein_N_gene,_complete_cds_|NC_055189.1|Oxymycterus
Sanxia_Water_Strider_Virus_2_strain_SXSSP02_nucleocapsid_protein_(N)_gene,_complete_cds_|NC_055190.1|Gerridae
Sanxia_Water_Strider_Virus_2_strain_SXSSP02_glycoprotein_precursor_(G)_gene,_complete_cds_|NC_055191.1|Gerridae
Sanxia_Water_Strider_Virus_2_strain_SXSSP02_RNA-dependent_RNA_polymerase_(L)_gene,_complete_cds_|NC_055192.1|Gerridae
Trivittatus_virus_strain_Eklund_segment_M,_complete_sequence_|NC_055193.1|Ochlerotatus_trivittatus
Trivittatus_virus_strain_Eklund_segment_S,_complete_sequence_|NC_055194.1|Ochlerotatus_trivittatus
Trivittatus_virus_strain_Eklund_segment_L,_complete_sequence_|NC_055195.1|Ochlerotatus_trivittatus
Snowshoe_hare_virus_L_polyprotein_(L)_gene,_complete_cds_|NC_055196.1|Lepus_americanus
Snowshoe_hare_virus_segment_M_G1/G2_membrane_polyprotein_gene,_complete_cds_|NC_055197.1|
Snowshoe_hare_virus_segment_small,_complete_sequence_|NC_055198.1|
Anadyr_virus_strain_LEIV-13395Mg_segment_S,_complete_sequence_|NC_055199.1|Aedes
Anadyr_virus_strain_LEIV-13395Mg_segment_M,_complete_sequence_|NC_055200.1|Aedes
Anadyr_virus_strain_LEIV-13395Mg_segment_L,_complete_sequence_|NC_055201.1|Aedes
Leptomonas_moramango_leishbunyavirus_isolate_LepmorLBV1a-S_nucleocapsid_gene,_complete_cds_|NC_055202.1|Leptomonas_moramango
Leptomonas_moramango_leishbunyavirus_isolate_LepmorLBV1a-M_hypothetical_protein_gene,_complete_cds_|NC_055203.1|Leptomonas_moramango
Leptomonas_moramango_leishbunyavirus_isolate_LepmorLBV1a-L_putative_RNA_dependent_RNA_polymerase_gene,_complete_cds_|NC_055204.1|Leptomonas_moramango
Tahyna_virus_strain_XJ0625_segment_M,_complete_sequence_|NC_055205.1|Culex
Tahyna_virus_strain_XJ0625_segment_S,_complete_sequence_|NC_055206.1|Culex
Tahyna_virus_strain_XJ0625_segment_L,_complete_sequence_|NC_055207.1|Culex
Citrus_chlorotic_spot_virus_strain_Trs1_segment_RNA1,_complete_sequence_|NC_055208.1|Citrus_sinensis
Citrus_chlorotic_spot_virus_strain_Trs1_segment_RNA2,_complete_sequence_|NC_055209.1|Citrus_sinensis
Maguari_virus_strain_BeAr_7272_segment_S,_complete_sequence_|NC_055210.1|Culicidae
Maguari_virus_strain_BeAr_7272_segment_L,_complete_sequence_|NC_055211.1|Culicidae
Maguari_virus_strain_BeAr_7272_segment_M,_complete_sequence_|NC_055212.1|Culicidae
Culex_phasma-like_virus_strain_mos172gb37606_segment_M,_complete_sequence_|NC_055213.1|Culex_globocoxitus
Culex_phasma-like_virus_strain_mos172gb37606_segment_S,_complete_sequence_|NC_055214.1|Culex_globocoxitus
Culex_phasma-like_virus_strain_mos172gb37606_segment_L,_complete_sequence_|NC_055215.1|Culex_globocoxitus
Estero_Real_orthobunyavirus_isolate_K329_segment_M_glycoprotein_precursor,_gene,_complete_cds_|NC_055216.1|Alectorobius_tadaridae
Estero_Real_orthobunyavirus_isolate_K329_segment_L_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_055217.1|Alectorobius_tadaridae
Estero_Real_orthobunyavirus_isolate_K329_segment_S_nucleocapsid_gene,_complete_cds_|NC_055218.1|Alectorobius_tadaridae
Fusarium_graminearum_dsRNA_mycovirus-2_isolate_98-8-60_segment_RNA_3,_complete_sequence_|NC_055219.1|Fusarium_graminearum
Fusarium_graminearum_dsRNA_mycovirus-2_isolate_98-8-60_segment_RNA_2,_complete_sequence_|NC_055220.1|Fusarium_graminearum
Fusarium_graminearum_dsRNA_mycovirus-2_isolate_98-8-60_segment_RNA_1,_complete_sequence_|NC_055221.1|Fusarium_graminearum
Fusarium_graminearum_dsRNA_mycovirus-2_isolate_98-8-60_segment_RNA_5,_complete_sequence_|NC_055222.1|Fusarium_graminearum
Fusarium_graminearum_dsRNA_mycovirus-2_isolate_98-8-60_segment_RNA_4,_complete_sequence_|NC_055223.1|Fusarium_graminearum
Shuangao_chryso-like_virus_1_strain_mosWSB68555_segment_1,_complete_sequence_|NC_055224.1|
Shuangao_chryso-like_virus_1_strain_mosWSB68555_segment_3,_complete_sequence_|NC_055225.1|
Shuangao_chryso-like_virus_1_strain_mosWSB68555_segment_4,_complete_sequence_|NC_055226.1|
Shuangao_chryso-like_virus_1_strain_mosWSB68555_segment_2,_complete_sequence_|NC_055227.1|
Western_grey_kangaroopox_virus_strain_Western_Australia,_complete_genome_|NC_055228.1|Macropus_fuliginosus
Eastern_grey_kangaroopox_virus_strain_Sunshine_Coast,_complete_genome_|NC_055229.1|Macropus_giganteus
Akhmeta_virus_isolate_Akhmeta_2013-88,_complete_genome_|NC_055230.1|Homo_sapiens
Orthopoxvirus_Abatino,_complete_genome_|NC_055231.1|Macaca_tonkeana
Callitrichine_herpesvirus_1_DNA_polymerase_gene,_partial_cds_|NC_055232.1|
Wood_mouse_herpesvirus_strain_WM8,_complete_genome_|NC_055233.1|Apodemus_sylvaticus
Porcine_lymphotropic_herpesvirus_3_isolate_489_long_unique_region,_partial_sequence_|NC_055234.1|
Baboon_cytomegalovirus_OCOM4-37,_complete_genome,_***_SEQUENCING_IN_PROGRESS_***,_22_unordered_pieces_|NC_055235.1|
Aglaonema_bacilliform_virus_isolate_Minnesota,_complete_genome_|NC_055236.1|Aglaonema_modestum
Pineapple_bacilliform_ER_virus_clone_pAlucsc_polyprotein_gene,_partial_cds_|NC_055237.1|Ananas_comosus_var._erectifolius
Schefflera_ringspot_virus_isolate_Minnesota_polyprotein_gene,_partial_cds_|NC_055238.1|Schefflera
Kundal_virus_strain_MCL-13-T-316_segment_6,_complete_sequence_|NC_055239.1|
Kundal_virus_strain_MCL-13-T-316_segment_4,_complete_sequence_|NC_055240.1|
Kundal_virus_strain_MCL-13-T-316_segment_9,_complete_sequence_|NC_055241.1|
Kundal_virus_strain_MCL-13-T-316_segment_7,_complete_sequence_|NC_055242.1|
Kundal_virus_strain_MCL-13-T-316_segment_11,_complete_sequence_|NC_055243.1|
Kundal_virus_strain_MCL-13-T-316_segment_12,_complete_sequence_|NC_055244.1|
Kundal_virus_strain_MCL-13-T-316_segment_8,_complete_sequence_|NC_055245.1|
Kundal_virus_strain_MCL-13-T-316_segment_10,_complete_sequence_|NC_055246.1|
Kundal_virus_strain_MCL-13-T-316_segment_3,_complete_sequence_|NC_055247.1|
Kundal_virus_strain_MCL-13-T-316_segment_1,_complete_sequence_|NC_055248.1|
Kundal_virus_strain_MCL-13-T-316_segment_2,_complete_sequence_|NC_055249.1|
Kundal_virus_strain_MCL-13-T-316_segment_5,_complete_sequence_|NC_055250.1|
Tarumizu_tick_virus_VP6_gene_for_VP6,_complete_cds,_strain:_13T269_|NC_055251.1|
Tarumizu_tick_virus_VP9',_VP9_genes_for_VP9',_VP9,_complete_cds,_strain:_13T269_|NC_055252.1|
Tarumizu_tick_virus_VP11_gene_for_VP11,_complete_cds,_strain:_13T269_|NC_055253.1|
Tarumizu_tick_virus_VP2_gene_for_VP2,_complete_cds,_strain:_13T269_|NC_055254.1|
Tarumizu_tick_virus_VP1_gene_for_RNA-dependent_RNA_polymerase,_complete_cds,_strain:_13T269_|NC_055255.1|
Tarumizu_tick_virus_VP12_gene_for_VP12,_complete_cds,_strain:_13T269_|NC_055256.1|
Tarumizu_tick_virus_VP10_gene_for_VP10,_complete_cds,_strain:_13T269_|NC_055257.1|
Tarumizu_tick_virus_VP8_gene_for_VP8,_complete_cds,_strain:_13T269_|NC_055258.1|
Tarumizu_tick_virus_VP4_gene_for_VP4,_complete_cds,_strain:_13T269_|NC_055259.1|
Tarumizu_tick_virus_VP7_gene_for_VP7,_complete_cds,_strain:_13T269_|NC_055260.1|
Tarumizu_tick_virus_VP3_gene_for_VP3,_complete_cds,_strain:_13T269_|NC_055261.1|
Tarumizu_tick_virus_VP5_gene_for_VP5,_complete_cds,_strain:_13T269_|NC_055262.1|
Rotavirus_J_strain_BO4351/Ms/2014_NSP4_(NSP4)_gene,_complete_cds_|NC_055263.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_VP4_(VP4)_gene,_complete_cds_|NC_055264.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_VP2_(VP2)_gene,_complete_cds_|NC_055265.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_NSP2_(NSP2)_gene,_complete_cds_|NC_055266.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_VP7_(VP7)_gene,_complete_cds_|NC_055267.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_VP1_(VP1_Pol)_gene,_complete_cds_|NC_055268.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_VP3_(VP3)_gene,_complete_cds_|NC_055269.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_NSP1_(NSP1)_gene,_complete_cds_|NC_055270.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_VP6_(VP6)_and_ORF-X_(ORF-X)_genes,_complete_cds_|NC_055271.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_NSP3_(NSP3)_gene,_complete_cds_|NC_055272.1|Miniopterus_schreibersii
Rotavirus_J_strain_BO4351/Ms/2014_NSP5_(NSP5)_and_ORF-Y_(ORF-Y)_genes,_complete_cds_|NC_055273.1|Miniopterus_schreibersii
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_1,_complete_sequence_|NC_055274.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_5,_complete_sequence_|NC_055275.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_6,_complete_sequence_|NC_055276.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_4,_complete_sequence_|NC_055277.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_3,_complete_sequence_|NC_055278.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_2,_complete_sequence_|NC_055279.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_7,_complete_sequence_|NC_055280.1|Fusarium_redolens
Fusarium_redolens_polymycovirus_1_isolate_FRPV.A63-1_segment_RNA_8,_complete_sequence_|NC_055281.1|Fusarium_redolens
Magnaporthe_oryzae_polymycovirus_1_isolate_TM02_segment_RNA1_putative_RNA-dependent_RNA_polymerase_(ORF1a)_mRNA,_complete_cds_|NC_055282.1|Pyricularia_oryzae
Magnaporthe_oryzae_polymycovirus_1_isolate_TM02_segment_RNA2_hypothetical_protein_(ORF2a)_mRNA,_complete_cds_|NC_055283.1|Pyricularia_oryzae
Magnaporthe_oryzae_polymycovirus_1_isolate_TM02_segment_RNA4_hypothetical_protein_(ORF4a)_mRNA,_complete_cds_|NC_055284.1|Pyricularia_oryzae
Magnaporthe_oryzae_polymycovirus_1_isolate_TM02_segment_RNA3_hypothetical_protein_(ORF3a)_mRNA,_complete_cds_|NC_055285.1|Pyricularia_oryzae
Penicillium_brevicompactum_tetramycovirus_1_isolate_MUT1097_segment_RNA4_hypothetical_protein_gene,_complete_cds_|NC_055286.1|Penicillium_brevicompactum
Penicillium_brevicompactum_tetramycovirus_1_isolate_MUT1097_segment_RNA3_methyltransferase_gene,_complete_cds_|NC_055287.1|Penicillium_brevicompactum
